"collar_info_name","collar_info_url","collar_info_rating_count"
"PATPET Dog Training Collar Rechargeable Dog Shock Collar with Beep, Vibration and Shock Training Modes, Adjustable Shock Levels","https://www.amazon.com/Shock-Collar-Dogs-Waterproof-Training/dp/B07SQZ3VFZ/ref=sr_1_70?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-70","3,983"
"AHJDL Dog Bark Collar -5 Adjustable Sensitivity and Intensity Levels-Dual Anti-Barking Modes Rechargeable/Rainproof/Reflective -No Barking Control Dog Shock Collar for Small Medium Large Dogs","https://www.amazon.com/Adjustable-Sensitivity-Levels-Dual-Anti-Barking-Rechargeable/dp/B08PCQH1T9/ref=sr_1_71?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-71","1,287"
"Dogtra Pathfinder Mini Additional Receiver 4-Mile 21-Dog Expandable Waterproof Smartphone GPS Tracking & Training Mini E-Collar","https://www.amazon.com/Dogtra-Pathfinder-Additional-Expandable-Waterproof/dp/B07QYCHG5X/ref=sr_1_72?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-72","60"
"Bark Collar for Small Medium Large Dogs 5-150 Lbs,Bark Collar with Adjustable Sensitivity and Intensity Beep Vibration and Optional Shock Function,Rechargeable Dog Bark Collar No More False Trigger","https://www.amazon.com/Adjustable-Sensitivity-Intensity-Vibration-Rechargeable/dp/B09DD1V1VN/ref=sr_1_73?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-73","285"
"iTecFreely Bark Collar for Large Small Medium Dogs, Dog Bark Collar, Anti Rechargeable Bark Collar for dog, Smart No Bark Collar Electric, Bark Shock Collars Safe Humane Auto Bark Control Collar","https://www.amazon.com/iTecFreely-Rechargeable-Electric-Collars-Control/dp/B095X1HBFR/ref=sr_1_74?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-74","42"
"Dogtra Pathfinder Dog Remote Training and GPS Tracking Collar - 9 Mile Range, Sports Upland Hunting, Waterproof Receiver, Rechargeable, Static, Audible Tone, PetsTEK Trainer Clicker - Orange Edition","https://www.amazon.com/Dogtra-Pathfinder-Remote-Training-Tracking/dp/B081MDPQD5/ref=sr_1_75?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-75","89"
"GHORA Bark Collar - Rechargeable Dog Bark Collar w/7 Sensitivity Levels, Vibration Beeps Static Shock w/Auto Protection, Safe & Effective Anti-Bark Collar for Small Medium Large Dogs 11-110lbs (Black)","https://www.amazon.com/GHORA-Bark-Collar-Rechargeable-Sensitivity/dp/B09JKL83YX/ref=sr_1_76?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-76","10"
"Dogcare Bark Collar - Dog Bark Collar with Intelligent Bark Control, Effective Sound, Vibration, Automatic Shock Modes Training Collar with LED Indicator, Easy to Use Dog Shock Collar","https://www.amazon.com/DOG-CARE-Bark-Collar-Effective/dp/B07SR83Y1W/ref=sr_1_77?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-77","10,747"
"PATPET Shock Collar for Small Medium Large Dogs(8-110 lbs) 2 Packs, Dog Training Collar with Remote for 2 Dogs","https://www.amazon.com/PATPET-Training-Collar-Rechargeable-Waterproof/dp/B0943QD7VS/ref=sr_1_78?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-78","1,100"
"PETFON Dog GPS Tracker, No Monthly Fee, Real-Time Tracking Collar Device, APP Control for Pets (Dog Only) Activity Monito","https://www.amazon.com/Tracker-Monthly-Real-Time-Tracking-Activity/dp/B087C2Q8KL/ref=sr_1_79?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-79","68"
"FunniPets Dog Training Collar, 2600ft Range Dog Shock Collar with Remote Waterproof Electronic Dog Collar for Medium and Large Dogs with 4 Training Modes Light Static Shock Vibration Beep","https://www.amazon.com/FunniPets-Training-Waterproof-Electronic-Vibration/dp/B07G827HGW/ref=sr_1_80?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-80","3,433"
"UBASE Bark Collar Dog Training Collar with Smart Bark Detection Through Throat Vibration, Less Mistake, Adjustable Sensitivity, with Vibration, Shock/No Shock Modes, IPX7 Waterproof, Design in 2021","https://www.amazon.com/UBASE-Detection-Vibration-Adjustable-Sensitivity/dp/B0965723L4/ref=sr_1_81?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-81","6"
"PATPET Shock Collar for Large Dog - 3/4 Mile Range E Collar - Waterproof Rechargeable Dog Training Collar","https://www.amazon.com/PATPET-Shock-Collar-Large-Dog/dp/B0968HMN1M/ref=sr_1_82?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-82","134"
"DOG CARE Automatic Bark collar - Comfortable dog bark collar, Easy to use with beep, vibration & shock modes, Very effective and humane dog shock collar with 5 adjustable sensitivity levels, No remote","https://www.amazon.com/Bark-Collar-Effective-Activated-Sensitivity/dp/B07ZH9GKTY/ref=sr_1_83?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&smid=A3PM4N9HTCBZ29&sprefix=smart+collar%2Caps%2C204&sr=8-83","1,042"
"Bark Collar No Shock Bark Collar Rechargeable Anti Bark Collar Shockless with Adjustable Sensitivity and Intensity Beep No Pain Enhance Vibration Harmless Bark Collar for Small Medium Large Dogs","https://www.amazon.com/Rechargeable-Shockless-Adjustable-Sensitivity-Intensity/dp/B083J4YJFL/ref=sr_1_84?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-84","4,873"
"Bark Collar for Large Dog, Anti Rechargeable Dog Bark Collar, Smart No Bark Shock Collar for Medium Dogs, Safe Harmless Bark Collar for Small Dogs 5-15lbs, Auto Bark Control Collar No Remote","https://www.amazon.com/Collar-Rechargeable-Harmless-5-15lbs-Control/dp/B09MF39CDM/ref=sr_1_85?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-85","275"
"SportDOG Brand NoBark Rechargeable Bark Control Collar - Programmable, Waterproof Bark Collar, Black","https://www.amazon.com/SportDOG-Brand-NoBark-SBC-R-Rechargeable/dp/B071L26LZ3/ref=sr_1_86?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-86","1,316"
"PetSafe Add-A-Dog Remote Training Collar – Perfect for Small, Medium and Large Dogs – Choose from Tone, Vibration, or 15 Levels of Static Stimulation – Waterproof and Durable","https://www.amazon.com/PetSafe-Receiver-Waterproof-Vibrations-Stimulation/dp/B074YFMXZZ/ref=sr_1_87?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-87","342"
"3 PACK Pet Tracker GPS Locater Dog Finder No Monthly Fee with Fence Alarm App Control Design Waterproof Dustproof Dog & Cat Smart Collar Device for Tracking Real time Activities Routes & Safety","https://www.amazon.com/Tracker-Waterproof-Dustproof-Tracking-Activities/dp/B093SSMP7L/ref=sr_1_88?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-88","23"
"Dogtra Pathfinder Series GPS Tracking & Training E-Collar 9-Mile 21-Dog Expandable Waterproof, 2-Second Update Rate, Smartphone Required, No Subscription Fee, Free Satellite Map","https://www.amazon.com/Dogtra-Pathfinder-Expandable-Rechargeable-Waterproof/dp/B09CD3V5XX/ref=sr_1_89?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-89","221"
"ruimingt Smarter Pet Tag Pet GPS Tracker Dog Cat Collar Water-Resistant GPS Callback Function USB Charging Smart Tracker Bluetooth Tracker for Dogs","https://www.amazon.com/ruimingt-Water-Resistant-Callback-Function-Bluetooth/dp/B083B71DV6/ref=sr_1_90?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-90",""
"Max & Molly Matrix Smart ID Dog Collar, Ultra Comfortable Padded Neoprene Sport Dog Collar with Reflective Stitching & Lost Pet Protection, Blue Medium","https://www.amazon.com/Comfortable-Reflective-Stitching-Protection-Extraordinary/dp/B07H5LFGZX/ref=sr_1_91?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-91","4"
"Dogtra Extreme Consumer Products IQ Plus Training Collar with Remote - Pet Smart Collar for Dogs - 1/4 Mile Signal Range - Includes Soft Silicone Pet Grooming Glove","https://www.amazon.com/Dogtra-Extreme-Consumer-Products-Training/dp/B07L9G2KNP/ref=sr_1_92?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-92","26"
"PATPET Dog Training Collar with Remote, Rechargeable IPX7 Waterproof 2 Packs Dog Shock Collar for 8 to 110 lbs Small Medium Large 2 Dogs","https://www.amazon.com/PATPET-Training-Collar-Rechargeable-Waterproof/dp/B08JZCPNY5/ref=sr_1_93?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-93","1,401"
"Dog Training Collars with Remote - Shock Collar for 2 Dogs, Small, Medium, Large, Rechargeable 100% Waterproof E-Collar with 3 Training Correction Modes, Shock, Vibration, Beep, 1000' Range","https://www.amazon.com/Dog-Training-Collars-Remote-Collar/dp/B00SMKMU9Y/ref=sr_1_94?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-94","1,678"
"Educator Pro 1/2 Mile E-Collar Remote Dog Training Collar With Vibration, Tapping Sensation and Pavlovian Stimulation","https://www.amazon.com/Educator-PE-902-Vibration-Sensation-Stimulation/dp/B01853PKZS/ref=sr_1_95?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-95","76"
"DogRook Rechargeable Dog Bark Collar - Humane, No Shock Barking Collar - w/2 Vibration & Beep - Small, Medium & Large Dogs Breeds Training - No Remote - 8-110 lbs","https://www.amazon.com/DogRook-Dog-Bark-Collar-Vibration/dp/B07CJCMR75/ref=sr_1_96?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245222&sprefix=smart+collar%2Caps%2C204&sr=8-96","9,266"
"DogRook Rechargeable Dog Bark Collar - Humane, No Shock Barking Collar - w/2 Vibration & Beep - Small, Medium & Large Dogs Breeds Training - No Remote - 8-110 lbs","https://www.amazon.com/DogRook-Dog-Bark-Collar-Vibration/dp/B07CJCMR75/ref=sr_1_97?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-97","9,266"
"Max & Molly Matrix Smart ID Dog Collar, Ultra Comfortable Padded Neoprene Sport Dog Collar with Reflective Stitching & Lost Pet Protection, Green Medium","https://www.amazon.com/Max-Molly-Comfortable-Reflective-Extraordinary/dp/B07H5LZW91/ref=sr_1_98?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-98","4"
"DogWatch S-15 BigLeash Dog Remote Training Collar - 1/2 Mile Range, 15 Training Static Stimulation Levels, Vibration and Tone, Visual Range Indicator, Waterproof, Rechargeable, LED NightLights","https://www.amazon.com/BigLeash-Training-Nightlight-Communication-DogWatch/dp/B00KO302II/ref=sr_1_99?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-99","44"
"Bousnic Dog Training Collar 2 Dogs Upgraded 1000ft Remote Rechargeable Waterproof Electric Shock Collar with Beep Vibration Shock for Small Medium Large Dogs (15lbs - 120lbs)","https://www.amazon.com/Bousnic-Training-Rechargeable-Waterproof-Vibration/dp/B07D526G8Q/ref=sr_1_100?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-100","7,322"
"Lu&Ba Dog Shock Collar, 3000ft Dog Training Collar with Remote Rechargeable Waterproof Shock Collar for Dogs with 3 Safe Mode Beep Vibration and 16 Shock Level for 10-110lb Small Medium Large Dogs","https://www.amazon.com/Lu-Ba-Rechargeable-Waterproof-Vibration/dp/B08N69WJG1/ref=sr_1_101?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-101","1,070"
"Dcpetree Rechargeable Smart Dog bark Collars,No harm Training ,Stop Barking Dog Devices, 7 Sensitivity Levels Dog Barking Control Devices,Bark Collar for Large Dogs,Designed by US Designers.","https://www.amazon.com/Dcpetree-Rechargeable-Smart-Stop-Barking-Dog-Devices-Sensitivity-Designers/dp/B097GKTF4Z/ref=sr_1_102?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-102","4"
"Bundle of 2 Items - E-Collar - ET-302 - Half a Mile Remote Waterproof Two Dog Trainer Mini Educator - Static, Vibration and Sound Stimulation Collar With PetsTEK Dog Training Clicker Training Kit","https://www.amazon.com/Bundle-Items-Collar-302-Stimulation/dp/B01KKO8WRS/ref=sr_1_103?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-103","460"
"Mini Educator E-Collar ET-300 / ET-302 Dog Training Collar System with Remote - 1/2 Mile Range - Waterproof, Vibration, Sensation - Includes eOutletDeals Pet Towel","https://www.amazon.com/Mini-Educator-Collar-Training-Collar/dp/B07QLYK4CY/ref=sr_1_104?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-104","211"
"Paipaitek Shock Collar Charger Replacement, Compatible with Flittor, Petsafe, PetSpy, PetTech, PET998, Pettrainer Dog Shock Collars & Other Training Systems","https://www.amazon.com/PaiPaitek-Battery-Charger-Recharger-Training/dp/B01K1D53QQ/ref=sr_1_105?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-105","509"
"Ropetty Dog Bark Collar,Anti Barking Device Smart No Bark Collar for Dogs Dual Triggering Rechargeable Dog Training Collar with Beep Vibration Harmless Shock Collar for Large Meduim Small Dogs Puppies","https://www.amazon.com/Ropetty-Triggering-Rechargeable-Training-Vibration/dp/B09P58GKSK/ref=sr_1_106?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-106","173"
"Ooma Telo Free Home Phone Service. Works with Amazon Echo and Smart Devices (Renewed)","https://www.amazon.com/Ooma-Phone-System-Certified-Refurbished/dp/B011M6Q8SI/ref=sr_1_107?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-107","1,413"
"Dog Training Collar, Dog Shock Collar with 1200Ft Remote, Waterproof Rechargeable Reflective Shock Collar for Small Medium Large Dog, 3 Training Modes e Collar for Dogs Training for Dog 15-150lbs","https://www.amazon.com/Training-Waterproof-Rechargeable-Reflective-15-150lbs/dp/B09LCM9PRB/ref=sr_1_108?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-108","1"
"Max & Molly Ultra-Strong and Secure Nylon Smart ID Dog Collar","https://www.amazon.com/Max-Molly-Comfortable-Protection-Extraordinary/dp/B07H5NJ9W6/ref=sr_1_109?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-109","38"
"PetSpy M686B Dog Trainer Shock Collar for 2 Dogs with Vibra and Beep, Fully Waterproof Remote Training E-Collars","https://www.amazon.com/PetSpy-M686B-Waterproof-Training-Collars/dp/B07BR59YKK/ref=sr_1_110?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-110","601"
"eXuby - Tiny Shock Collar for Small Dogs 5-15lbs - Smallest Collar on The Market - Sound, Vibration, & Shock - 9 Intensity Levels - Pocket-Size Remote - Long Battery Life - Water-Resistant - Teal","https://www.amazon.com/eXuby-Vibration-Intensity-Pocket-Size-Waterproof/dp/B07ZL67MCF/ref=sr_1_111?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-111","1,909"
"PetSpy P620B Dog Training Shock Collar for 2 Dogs with Vibration, Electric Shock, Beep; Fully Waterproof Remote Trainer with Two E-Collars, 10-140 lbs","https://www.amazon.com/PetSpy-Training-Vibration-Electric-Waterproof/dp/B082ML44HX/ref=sr_1_112?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-112","1,886"
"Dog Electronic Training Collar Rechargeable Shock Collars for Dogs with 2000Ft Remote, Tactical Dog Collars for 3 Training Modes Vibration, Beep, Shock Modes, IPX7 Waterproof, Adjustable Shock Level","https://www.amazon.com/Training-Rechargeable-Vibration-Waterproof-Adjustable/dp/B093P2S7WZ/ref=sr_1_113?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-113","21"
"Max & Molly Ultra Comfortable Padded Neoprene Sport Dog Collar with Smart ID Tag, Puzzle M","https://www.amazon.com/Max-Molly-Comfortable-Protection-Extraordinary/dp/B07Q3DC925/ref=sr_1_114?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-114","$16.99
$16
.
99"
"BATVOX Bark Collar Rechargeable No Shock Dog Barking Collar with Smart Chip 7 Adjustable Sensitivity Vibration，Sound for Small Medium Large Dogs (2021 Upgraded)","https://www.amazon.com/BATVOX-Rechargeable-Adjustable-Sensitivity-Vibration%EF%BC%8CSound/dp/B08M9SMMDX/ref=sr_1_115?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-115","78"
"PetSafe Big Dog Rechargeable Bark Collar for Medium and Large Dogs over 40lbs, Waterproof, Perfect Bark Detection","https://www.amazon.com/PetSafe-Rechargeable-Waterproof-Perfect-Detection/dp/B00AV97IN2/ref=sr_1_116?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-116","287"
"Link AKC Smart Dog Collar with GPS Tracker & Activity Monitor (Leather or Sport)","https://www.amazon.com/Link-AKC-Smart-Dog-Collar/dp/B07BB94WXZ/ref=sr_1_117?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-117","1,068"
"Educator E-Collar Mini 1/2 Mile Remote Dog Training Collar Plus 101 Off-Leash 4 Sessions Dog Training DVD","https://www.amazon.com/Educator-300-TV-Bundle-Collar-Off-Leash/dp/B07S3L4H6G/ref=sr_1_118?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-118","95"
"slopehill Dog Training Collar with 2600Ft Remote, Electronic Dog Collar with Beep, Vibration, Shock, Light and Keypad Lock Mode, Waterproof Electric Dog Collar Set for Small Medium Large Dogs","https://www.amazon.com/slopehill-Training-Electronic-Vibration-Waterproof/dp/B09DFRYNMD/ref=sr_1_119?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-119","3,614"
"PetSafe Remote Training Collar – Choose from Tone, Vibration, or 15 Levels of Static Stimulation – Waterproof and Durable – Rechargeable","https://www.amazon.com/PetSafe-Rechargeable-Waterproof-Vibration-Stimulation/dp/B073WYJ8BF/ref=sr_1_120?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-120","383"
"Whistle FIT - Pet Health and Fitness Tracker - Health, Nutrition, and Activity Tracking, Waterproof, Behavior Monitor Licking, Scratching, Drinking, and Sleeping - Not a GPS Tracker","https://www.amazon.com/Whistle-FIT-Activity-Monitor-Green/dp/B07TB5ML3L/ref=sr_1_121?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-121","96"
"Dr.Trainer B1/B1pro Dogs Bark Collar Customize Setting by APP, Bark Collar with Adjustable Sensitivity (No Shock), Progressive Mode, Fits for 6-150lbs Dogs, B1pro with Barking Records & Customize Sound","https://www.amazon.com/Dr-Trainer-B1Pro-Rechargeable-Progressive-Waterproof/dp/B08GC1KRFC/ref=sr_1_122?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-122","594"
"High Tech Pet Micro Sonic 5 Water-Resistant Collar with Digital Transmitter MS-5","https://www.amazon.com/High-Tech-Pet-Water-Resistant-MS-5/dp/B00B8Y62BI/ref=sr_1_123?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-123","1,310"
"DogRook Dog Bark Collar- Rechargeable Bark Collar- Humane, No Shock Barking Collar- with Vibration & Beep- Bark Collar for Small, Medium & Large Dogs- Anti Barking Collar - No Remote- 8-110 lbs","https://www.amazon.com/DogRook-Dog-Bark-Training-Collar/dp/B072DS462V/ref=sr_1_124?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-124","33,106"
"GROOVYPETS Remote Dog Training Shock Collar & Underground/In-Ground Electric Containment Fence System Combo for Medium and Large Dog","https://www.amazon.com/GROOVYPETS-Training-Underground-Electric-Containment/dp/B07HYGRHZR/ref=sr_1_125?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-125","24"
"Dr.Trainer Bark Collar with APP/ Watch Control, Automatic No Shock No Pain Anti Bark Collar with Custom Sound/Vibration/Barking Report, Rechargeable Rainproof Smart Progressive Correction (B1Pro)","https://www.amazon.com/Dr-Trainer-Automatic-Rechargeable-Progressive-Correction/dp/B093GFC59T/ref=sr_1_126?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-126","27"
"Ropetty Dog Training Collar,Shock Dog Collars for Dogs with Remote,Rechargeable Waterproof Dog Shock Collar with Beep Vibration Shock Training Modes,Electric Dog Bark Collar for Small Medium Large Dog","https://www.amazon.com/Ropetty-Rechargeable-Triggering-Training-Vibration/dp/B09MJX4924/ref=sr_1_127?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-127","292"
"Max & Molly Ultra Comfortable Padded Neoprene Sport Dog Collar with Reflective Stitching and Smart Id Tag, Matrix Pink L","https://www.amazon.com/Max-Molly-Comfortable-Reflective-Extraordinary/dp/B07H5LRY6D/ref=sr_1_128?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-128",""
"BOUSNIC Dog Shock Collar with Remote - for Dog 10-120lbs 1000ft Waterproof Rechargeable e Dog Training Collar for Small Medium Large Breed Dog with Beep/Vibrate/Safe Shock & Indicator Light","https://www.amazon.com/BOUSNIC-Dog-Shock-Collar-Remote/dp/B08Y57VVQ6/ref=sr_1_129?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-129","949"
"SmartBuckle Dog Collar with Pet ID Tag, Reflective. Free Online Personalized Profile, Multiple Owner Names, Contacts, and Medical Needs. Adjustable, Nylon, No Monthly Fees (Large, Blue)","https://www.amazon.com/SmartBuckle-Reflective-Personalized-Multiple-Adjustable/dp/B08PTPRZQB/ref=sr_1_130?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-130","9"
"Original Dog Bark Collar - No Shock Bark Collar - Anti Barking Device with Smart Detection Module – No Pain Vibration Barking Control Device Bark Collar for Small Medium Large Dogs","https://www.amazon.com/Original-Dog-Bark-Collar-Detection/dp/B08DKXTK2N/ref=sr_1_131?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-131","917"
"Dogtra 1900S Black Edition Remote Training Collar - 1 Mile Range, Waterproof, Rechargeable, Static, Vibration - Includes PetsTEK Dog Training Clicker","https://www.amazon.com/Dogtra-1900S-Remote-Training-Collar/dp/B07CR8LS56/ref=sr_1_132?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-132","36"
"Petrainer Dog Bark Collar Waterproof No Bark Collar for Dogs with Beep Vibration and No Harm Dog Shock Collar Smart Detection Anti Bark Collars for Small Medium Large Dogs","https://www.amazon.com/Petrainer-Waterproof-Vibration-Detection-Collars/dp/B085FYDJLV/ref=sr_1_133?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-133","84"
"Zeerkeers Dog GPS Tracker, Real-time Pet GPS Tracker Activity Monitor with SOS Alarm, Waterproof Tracking Collar for Dogs, and Cats, APP Control","https://www.amazon.com/Zeerkeers-Real-time-Activity-Waterproof-Tracking/dp/B08YD67NYZ/ref=sr_1_134?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-134","21"
"Dogtra Edge RT Electronic Dog Remote Training Collar for Medium and Large Dogs - Up to a 1-Mile Range, Great for Hunting, Fully Waterproof, Rechargeable, Pager Vibration, 8 Levels of Stimulation","https://www.amazon.com/Dogtra-Electronic-Remote-Training-Collar/dp/B08MB5H76D/ref=sr_1_135?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-135","6"
"ROJECO Dog Training Collar with 3300FT Remote，IPX7 Waterproof Rechargeable Shock Collar for Large Medium Small Dog，3 Safe Training Modes with Beep，Vibration and Shock，Adjustable Electronic Dog Collar","https://www.amazon.com/ROJECO-Remote%EF%BC%8CIPX7-Rechargeable-Beep%EF%BC%8CVibration-Shock%EF%BC%8CAdjustable/dp/B09C66D7PX/ref=sr_1_136?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&smid=A19WMLGVOE7SFK&sprefix=smart+collar%2Caps%2C204&sr=8-136","155"
"Air Tag Dog Collar Holder for Apple Airtag ,Air_tag Case for Small Pet Animals,Cat Tracker Gps Tags,Anti-Lost Pet Collar Id Tags,Protective Silicone Cover for Gps Tracking Finder Children Elderly Bags","https://www.amazon.com/Anti-Lost-Protective-Silicone-Tracking-Children/dp/B0989YHP5T/ref=sr_1_137?crid=FQ5GJHSLM8V1&keywords=smart+collar&qid=1643245234&sprefix=smart+collar%2Caps%2C204&sr=8-137","83"
